o0,o1,o2,o3,o4,o5,o6,o7,o8,o9,o10,o11,o12,o13,o14,o15,o16,o17,o18,o19,y
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,32.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,54.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,148.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,51.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,53.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,48.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,133.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,122.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.3
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,159.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,152.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,149.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.2
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,53.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,153.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,148.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,151.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,51.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,134.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,53.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,152.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.39999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,156.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,51.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,55.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,47.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,157.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,54.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,154.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,49.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,153.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,32.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,54.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,157.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,32.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,154.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,51.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,152.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,49.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,149.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,154.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,147.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,151.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.3
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.2
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,32.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,148.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,49.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,49.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,51.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,148.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,53.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.3
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,124.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,31.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,151.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,156.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,152.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,49.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,122.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,55.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,148.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,122.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.2
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,134.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,48.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,154.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,48.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,153.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,32.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,56.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.29999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,134.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.3
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,54.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,54.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,29.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,154.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,155.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,131.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,51.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,151.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,27.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,54.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,126.09999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,21.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,24.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,26.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,55.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,150.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,53.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,157.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.2
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,128.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,127.3
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,152.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.200000000000003
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,151.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,130.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,156.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,134.39999999999998
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,28.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.399999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,125.19999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,25.199999999999999
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,132.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,22.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,30.300000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,50.299999999999997
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,129.30000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,52.5
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,123.0
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.100000000000001
1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,23.0
